symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
MLYCD	0.012043132496953922	No data	No data	No data	No data	0.09905019242541914	No data	No data	malonyl-CoA decarboxylase
CYP7A1	0.012006314413613635	No data	No data	No data	No data	0.09874737766850161	No data	No data	cytochrome P450 family 7 subfamily A member 1
CLEC4E	0.01200621222371552	No data	No data	No data	No data	0.09874653719538762	No data	No data	C-type lectin domain family 4 member E
PDYN	0.011914596878923997	No data	No data	No data	No data	0.09799303576766383	No data	No data	prodynorphin
SPINK5	0.011908684206507057	No data	No data	No data	No data	0.09794440628187227	No data	No data	serine peptidase inhibitor Kazal type 5
CASP8	0.011905016806287035	No data	No data	No data	No data	0.08630422020426977	0.04644009241271269	No data	caspase 8
PML	0.011894722300885636	No data	No data	No data	No data	0.09782957490899008	No data	No data	PML nuclear body scaffold
C16orf82	0.011888151992357909	No data	No data	No data	No data	0.09777553661586905	No data	No data	chromosome 16 open reading frame 82
SLPI	0.011867619778208757	No data	No data	No data	No data	0.09760666694986583	No data	No data	secretory leukocyte peptidase inhibitor
GANAB	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	glucosidase II alpha subunit
PPRC1	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	PPARG related coactivator 1
WWP1	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	WW domain containing E3 ubiquitin protein ligase 1
TDO2	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	tryptophan 2,3-dioxygenase
OPN4	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	opsin 4
RAP1A	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	RAP1A, member of RAS oncogene family
MARCHF1	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	membrane associated ring-CH-type finger 1
SEPTIN11	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	septin 11
NHLRC1	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	NHL repeat containing E3 ubiquitin protein ligase 1
MYZAP	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	myocardial zonula adherens protein
HSF2	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	heat shock transcription factor 2
PALLD	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	palladin, cytoskeletal associated protein
LBX2	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	ladybird homeobox 2
S1PR4	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	sphingosine-1-phosphate receptor 4
ASCC1	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	activating signal cointegrator 1 complex subunit 1
BIRC8	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	baculoviral IAP repeat containing 8
GPR84	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	G protein-coupled receptor 84
ZFAS1	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	ZNFX1 antisense RNA 1
REG3A	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	regenerating family member 3 alpha
PTGIR	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	prostaglandin I2 receptor
MEX3C	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	mex-3 RNA binding family member C
DEPP1	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	DEPP autophagy regulator 1
PTGIS	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	prostaglandin I2 synthase
CDX2	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	caudal type homeobox 2
GIT1	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	GIT ArfGAP 1
GPS2	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	G protein pathway suppressor 2
TRBV20OR9-2	0.011826555349910457	No data	No data	No data	No data	0.09726892761785938	No data	No data	T cell receptor beta variable 20/OR9-2 (non-functional)
IL34	0.011785490921612157	No data	No data	No data	No data	0.09693118828585291	No data	No data	interleukin 34
PRDX4	0.011764958707463006	No data	No data	No data	No data	0.09676231861984967	No data	No data	peroxiredoxin 4
NUTF2	0.011708289796411355	No data	No data	No data	No data	No data	0.09629623834168079	No data	nuclear transport factor 2
HSPB7	0.011703362065015557	No data	No data	No data	No data	0.09625570962184	No data	No data	heat shock protein family B (small) member 7
GRK5	0.011703362065015557	No data	No data	No data	No data	0.09625570962184	No data	No data	G protein-coupled receptor kinase 5
RTN3	0.011687223189817414	No data	No data	No data	No data	No data	0.09612297350070953	No data	reticulon 3
MIR20B	0.011641765422568106	No data	No data	No data	No data	0.09574910062383032	No data	No data	microRNA 20b
UNC119	0.011641765422568106	No data	No data	No data	No data	0.09574910062383032	No data	No data	unc-119 lipid binding chaperone
ENO3	0.011641765422568106	No data	No data	No data	No data	0.09574910062383032	No data	No data	enolase 3
TMEM26	0.011641765422568106	No data	No data	No data	No data	0.09574910062383032	No data	No data	transmembrane protein 26
PLA2G4A	0.011641765422568106	No data	No data	No data	No data	0.09574910062383032	No data	No data	phospholipase A2 group IVA
ATP6AP2	0.011632278934373186	No data	No data	No data	No data	0.09567107786011946	No data	No data	ATPase H+ transporting accessory protein 2
RNF213	0.011631499315493529	No data	No data	No data	No data	0.09566466579082869	No data	No data	ring finger protein 213
ROBO1	0.011621233208418956	No data	No data	No data	No data	0.09558023095782708	No data	No data	roundabout guidance receptor 1
PEA15	0.011605834047807092	No data	No data	No data	No data	0.09545357870832466	No data	No data	proliferation and apoptosis adaptor protein 15
ADGRF5	0.01156177917374963	No data	No data	No data	No data	0.09509124409531822	No data	No data	adhesion G protein-coupled receptor F5
PLA2G2A	0.011559636565971507	No data	No data	No data	No data	0.0950736219598174	No data	No data	phospholipase A2 group IIA
NRP1	0.011556544163105777	No data	No data	No data	No data	0.0950481881203255	No data	No data	neuropilin 1
TBX21	0.011498039923524056	No data	No data	No data	No data	0.09456701296180772	No data	No data	T-box transcription factor 21
MAP1LC3B	0.011478944964365346	No data	No data	No data	No data	0.0944099641724247	No data	No data	microtubule associated protein 1 light chain 3 beta
SPHK1	0.011462917266585652	No data	No data	No data	No data	0.09427814244335077	No data	No data	sphingosine kinase 1
TMEM97	0.011456975495225754	No data	No data	No data	No data	0.09422927362980127	No data	No data	transmembrane protein 97
SETDB1	0.011456975495225754	No data	No data	No data	No data	0.09422927362980127	No data	No data	SET domain bifurcated histone lysine methyltransferase 1
C9orf72	0.011456975495225754	No data	No data	No data	No data	0.09422927362980127	No data	No data	C9orf72-SMCR8 complex subunit
NPHS1	0.011447518105973793	No data	No data	No data	No data	0.09415149019384836	No data	No data	NPHS1 adhesion molecule, nephrin
ATP12A	0.011367249719393971	No data	No data	No data	No data	0.09349131318936717	No data	No data	ATPase H+/K+ transporting non-gastric alpha2 subunit
TUBGCP5	0.01134404831740543	No data	No data	No data	No data	0.09330049046678351	No data	No data	tubulin gamma complex associated protein 5
LAP3	0.011344048317405429	No data	No data	No data	No data	0.0933004904667835	No data	No data	leucine aminopeptidase 3
CAPN2	0.011333782210330857	No data	No data	No data	No data	0.09321605563378191	No data	No data	calpain 2
TNFRSF12A	0.011313249996181706	No data	No data	No data	No data	0.09304718596777867	No data	No data	TNF receptor superfamily member 12A
EIF4E	0.01130298388910713	No data	No data	No data	No data	0.09296275113477706	No data	No data	eukaryotic translation initiation factor 4E
THBD	0.011273622822873844	No data	No data	No data	No data	0.09272126751239243	No data	No data	thrombomodulin
IRS4	0.011272185567883406	No data	No data	No data	No data	0.09270944663577223	No data	No data	insulin receptor substrate 4
AFM	0.011272185567883406	No data	No data	No data	No data	0.09270944663577223	No data	No data	afamin
CDKN1A	0.01125172063049037	No data	No data	No data	No data	0.09254113029554537	No data	No data	cyclin dependent kinase inhibitor 1A
IGHD2-15	0.011155151049735275	No data	No data	No data	No data	0.09174688215797373	No data	No data	immunoglobulin heavy diversity 2-15
IGHV3-73	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-73
IRF2	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	interferon regulatory factor 2
WDFY3	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	WD repeat and FYVE domain containing 3
IGHV4-4	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 4-4
BMP15	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	bone morphogenetic protein 15
LMF1	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	lipase maturation factor 1
BUB1	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	BUB1 mitotic checkpoint serine/threonine kinase
IGHV3-74	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-74
MSH2	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	mutS homolog 2
ELAVL4	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	ELAV like RNA binding protein 4
IGHV4-61	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 4-61
MDH1	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	malate dehydrogenase 1
DHODH	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	dihydroorotate dehydrogenase (quinone)
E2F2	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	E2F transcription factor 2
GGH	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	gamma-glutamyl hydrolase
CDK8	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	cyclin dependent kinase 8
IGHV6-1	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 6-1
IGHV3-15	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-15
FBXO21	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	F-box protein 21
IGHV3-38	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-38 (non-functional)
IGHV3-7	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-7
IGHV2-26	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 2-26
IGHV5-51	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 5-51
IGHV1-58	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 1-58
IGHV3-35	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-35 (non-functional)
RAD21	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	RAD21 cohesin complex component
IGHV3-30	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-30
IGHV3-72	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-72
IGHV3-49	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-49
HBG1	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	hemoglobin subunit gamma 1
SLC7A2	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	solute carrier family 7 member 2
IGHV4-59	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 4-59
COX10	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
IGHV3-20	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-20
IGHV3-43	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-43
NIBAN2	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	niban apoptosis regulator 2
CCNB1	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	cyclin B1
IGHV3-33	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-33
IGHV3-48	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-48
IGHV3-16	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 3-16 (non-functional)
MIR342	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	microRNA 342
IGHV2-70	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 2-70
CDC20	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	cell division cycle 20
IGHV2-5	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 2-5
IGHV1-45	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 1-45
IGHV1-24	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	immunoglobulin heavy variable 1-24
CTHRC1	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	collagen triple helix repeat containing 1
SUCLG2	0.011087395640541052	No data	No data	No data	No data	0.09118961964174316	No data	No data	succinate-CoA ligase GDP-forming subunit beta
MAOB	0.01108098228612208	No data	No data	No data	No data	0.09113687223657656	No data	No data	monoamine oxidase B
PDIA4	0.011025427209171169	No data	No data	No data	No data	0.03647584785669726	0.08156099085682757	No data	protein disulfide isomerase family A member 4
NOB1	0.011000133730407166	No data	No data	No data	No data	0.09047192356122945	No data	No data	NIN1 (RPN12) binding protein 1 homolog
SHOX	0.010997669864709266	No data	No data	No data	No data	0.09045165920130904	No data	No data	short stature homeobox
TSPAN8	0.01097446846272073	No data	No data	No data	No data	0.0902608364787254	No data	No data	tetraspanin 8
MLLT10	0.010964202355646152	No data	No data	No data	No data	0.09017640164572378	No data	No data	MLLT10 histone lysine methyltransferase DOT1L cofactor
CASP9	0.010918004873810562	No data	No data	No data	No data	0.08979644489721651	No data	No data	caspase 9
LRAT	0.010902605713198706	No data	No data	No data	No data	0.08966979264771412	No data	No data	lecithin retinol acyltransferase
TSC22D4	0.010902605713198706	No data	No data	No data	No data	0.08966979264771412	No data	No data	TSC22 domain family member 4
NUDT3	0.010902605713198706	No data	No data	No data	No data	0.08966979264771412	No data	No data	nudix hydrolase 3
LGALS3BP	0.01088207349904955	No data	No data	No data	No data	0.08950092298171086	No data	No data	galectin 3 binding protein
PCLAF	0.01088207349904955	No data	No data	No data	No data	0.08950092298171086	No data	No data	PCNA clamp associated factor
SAT1	0.010851769627064523	No data	No data	No data	No data	0.08925168513996898	No data	No data	spermidine/spermine N1-acetyltransferase 1
SLC25A24	0.01084100907075125	No data	No data	No data	No data	0.08916318364970441	No data	No data	solute carrier family 25 member 24
PTGES	0.010836684735036574	No data	No data	No data	No data	0.08912761763025231	No data	No data	prostaglandin E synthase
TRAC	0.010717815785856354	No data	No data	No data	No data	0.08814996565368506	No data	No data	T cell receptor alpha constant
RAB5A	0.010717815785856354	No data	No data	No data	No data	0.08814996565368506	No data	No data	RAB5A, member RAS oncogene family
ATF7	0.010717815785856354	No data	No data	No data	No data	0.08814996565368506	No data	No data	activating transcription factor 7
MKRN1	0.010717815785856354	No data	No data	No data	No data	0.08814996565368506	No data	No data	makorin ring finger protein 1
SLCO1B1	0.010717815785856353	No data	No data	No data	No data	0.08814996565368505	No data	No data	solute carrier organic anion transporter family member 1B1
DDX5	0.010717815785856353	No data	No data	No data	No data	0.08814996565368505	No data	No data	DEAD-box helicase 5
MMP7	0.010703853880234933	No data	No data	No data	No data	0.08803513428080288	No data	No data	matrix metallopeptidase 7
TACR1	0.010550568330868168	No data	No data	No data	No data	0.08677441883449732	No data	No data	tachykinin receptor 1
CYP4F3	0.010533025858514003	No data	No data	No data	No data	0.086630138659656	No data	No data	cytochrome P450 family 4 subfamily F member 3
SLC11A2	0.010533025858514003	No data	No data	No data	No data	0.086630138659656	No data	No data	solute carrier family 11 member 2
MMP13	0.010533025858514003	No data	No data	No data	No data	0.086630138659656	No data	No data	matrix metallopeptidase 13
SRPX2	0.010533025858514001	No data	No data	No data	No data	0.08663013865965599	No data	No data	sushi repeat containing protein X-linked 2
LBX1	0.010523237672478524	No data	No data	No data	No data	0.08654963454575083	No data	No data	ladybird homeobox 1
FMO3	0.010488657419836803	No data	No data	No data	No data	0.08626522509670188	No data	No data	flavin containing dimethylaniline monoxygenase 3
TF	0.010474479708070106	No data	No data	No data	No data	0.08614861880020896	No data	No data	transferrin
DCX	0.010420098680693674	No data	No data	No data	No data	0.08570135549663825	No data	No data	doublecortin
BDKRB1	0.010420098680693674	No data	No data	No data	No data	0.08570135549663825	No data	No data	bradykinin receptor B1
DRD1	0.010405508237904423	No data	No data	No data	No data	0.08558135464418452	No data	No data	dopamine receptor D1
WNK2	0.010374393303683694	No data	No data	No data	No data	0.08532544612348637	No data	No data	WNK lysine deficient protein kinase 2
ERCC6L2	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	ERCC excision repair 6 like 2
SLC30A5	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	solute carrier family 30 member 5
SLC30A6	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	solute carrier family 30 member 6
CYBA	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	cytochrome b-245 alpha chain
ETV3	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	ETS variant transcription factor 3
LEFTY1	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	left-right determination factor 1
SP7	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	Sp7 transcription factor
SNAP47	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	synaptosome associated protein 47
KRT16	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	keratin 16
FKBP1A	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	FKBP prolyl isomerase 1A
CD28	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	CD28 molecule
BMPER	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	BMP binding endothelial regulator
IL36A	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	interleukin 36 alpha
CTSG	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	cathepsin G
CARD14	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	caspase recruitment domain family member 14
DAPK2	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	death associated protein kinase 2
IL17RB	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	interleukin 17 receptor B
IL13RA1	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	interleukin 13 receptor subunit alpha 1
TMC4	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	transmembrane channel like 4
GABARAP	0.010348235931171651	No data	No data	No data	No data	0.08511031166562696	No data	No data	GABA type A receptor-associated protein
USP7	0.01034823593117165	No data	No data	No data	No data	0.08511031166562694	No data	No data	ubiquitin specific peptidase 7
DIO3	0.0103277037170225	No data	No data	No data	No data	0.08494144199962372	No data	No data	iodothyronine deiodinase 3
GLP2R	0.0103277037170225	No data	No data	No data	No data	0.08494144199962372	No data	No data	glucagon like peptide 2 receptor
HLA-C	0.010313741811401078	No data	No data	No data	No data	0.08482661062674153	No data	No data	major histocompatibility complex, class I, C
TNNT2	0.010258510155339866	No data	No data	No data	No data	0.08437235122519285	No data	No data	troponin T2, cardiac type
LIPG	0.010235308753351326	No data	No data	No data	No data	0.0841815285026092	No data	No data	lipase G, endothelial type
IL17F	0.010235308753351326	No data	No data	No data	No data	0.0841815285026092	No data	No data	interleukin 17F
GPR119	0.010223718100016078	No data	No data	No data	No data	0.08408619977949808	No data	No data	G protein-coupled receptor 119
CYP2B6	0.010201635024648742	No data	No data	No data	No data	0.0839045748687838	No data	No data	cytochrome P450 family 2 subfamily B member 6
KMT2A	0.010194106279667643	No data	No data	No data	No data	0.08384265379971906	No data	No data	lysine methyltransferase 2A
ID2	0.010163446003829301	No data	No data	No data	No data	0.08359048467159791	No data	No data	inhibitor of DNA binding 2
OPA1	0.010163446003829301	No data	No data	No data	No data	0.08359048467159791	No data	No data	OPA1 mitochondrial dynamin like GTPase
MFF	0.010163446003829301	No data	No data	No data	No data	0.08359048467159791	No data	No data	mitochondrial fission factor
EIF4EBP2	0.01014291378968015	No data	No data	No data	No data	0.08342161500559467	No data	No data	eukaryotic translation initiation factor 4E binding protein 2
EXT1	0.01014291378968015	No data	No data	No data	No data	0.08342161500559467	No data	No data	exostosin glycosyltransferase 1
PRF1	0.010102658079204458	No data	No data	No data	No data	0.08309052707063691	No data	No data	perforin 1
CNTFR	0.01006078493308355	No data	No data	No data	No data	0.08274613634158175	No data	No data	ciliary neurotrophic factor receptor
CNBP	0.010049828826284074	No data	No data	No data	No data	0.08265602652281195	No data	No data	CCHC-type zinc finger nucleic acid binding protein
ABHD5	0.010048054960311074	No data	No data	No data	No data	0.08264143714865975	No data	No data	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
SELPLG	0.010011533168166335	No data	No data	No data	No data	0.08234105927433406	No data	No data	selectin P ligand
HCAR2	0.009980256983932572	No data	No data	No data	No data	0.08208382453349976	No data	No data	hydroxycarboxylic acid receptor 2
MMP3	0.009979749963950516	No data	No data	No data	No data	0.08207965448664536	No data	No data	matrix metallopeptidase 3
ATP1A2	0.00997865607648695	No data	No data	No data	No data	0.08207065767756885	No data	No data	ATPase Na+/K+ transporting subunit alpha 2
DDAH1	0.00997865607648695	No data	No data	No data	No data	0.08207065767756885	No data	No data	dimethylarginine dimethylaminohydrolase 1
BTG2	0.00997865607648695	No data	No data	No data	No data	0.08207065767756885	No data	No data	BTG anti-proliferation factor 2
DLAT	0.00997865607648695	No data	No data	No data	No data	0.08207065767756885	No data	No data	dihydrolipoamide S-acetyltransferase
EPS8	0.00997865607648695	No data	No data	No data	No data	0.08207065767756885	No data	No data	epidermal growth factor receptor pathway substrate 8
ZC3H12A	0.00997865607648695	No data	No data	No data	No data	0.08207065767756885	No data	No data	zinc finger CCCH-type containing 12A
NMBR	0.00997865607648695	No data	No data	No data	No data	0.08207065767756885	No data	No data	neuromedin B receptor
ECE1	0.00997865607648695	No data	No data	No data	No data	0.08207065767756885	No data	No data	endothelin converting enzyme 1
ABCC3	0.009947857755263224	No data	No data	No data	No data	0.081817353178564	No data	No data	ATP binding cassette subfamily C member 3
LGR5	0.009924861675416174	No data	No data	No data	No data	0.08162821915264037	No data	No data	leucine rich repeat containing G protein-coupled receptor 5
CFB	0.009912131702643701	No data	No data	No data	No data	0.08152351995971839	No data	No data	complement factor B
GPAT3	0.009902130206888772	No data	No data	No data	No data	0.07858856516458228	0.011410785159099166	No data	glycerol-3-phosphate acyltransferase 3
OGA	0.009870861952203908	No data	No data	No data	No data	0.08118409193105189	No data	No data	O-GlcNAcase
DLL4	0.009870861952203908	No data	No data	No data	No data	0.08118409193105189	No data	No data	delta like canonical Notch ligand 4
NF1	0.009824664470368323	No data	No data	No data	No data	0.08080413518254463	No data	No data	neurofibromin 1
HOXA5	0.009824664470368323	No data	No data	No data	No data	0.08080413518254463	No data	No data	homeobox A5
LYRM1	0.009806801444058561	No data	No data	No data	No data	0.08065721857312182	No data	No data	LYR motif containing 1
APOC2	0.009795303404135038	No data	No data	No data	No data	0.08056265156016001	No data	No data	apolipoprotein C2
MFSD2A	0.009793866149144598	No data	No data	No data	No data	0.0805508306835398	No data	No data	MFSD2 lysolipid transporter A, lysophospholipid
TMPRSS6	0.009793866149144598	No data	No data	No data	No data	0.0805508306835398	No data	No data	transmembrane serine protease 6
MGRN1	0.009793866149144598	No data	No data	No data	No data	0.0805508306835398	No data	No data	mahogunin ring finger 1
MAP1LC3A	0.009740071748073825	No data	No data	No data	No data	0.08010839215861132	No data	No data	microtubule associated protein 1 light chain 3 alpha
CD27	0.009732269506697146	No data	No data	No data	No data	0.0800442216855301	No data	No data	CD27 molecule
NCF1	0.009732269506697146	No data	No data	No data	No data	0.0800442216855301	No data	No data	neutrophil cytosolic factor 1
IFNA2	0.00970660423901071	No data	No data	No data	No data	0.07983313460302606	No data	No data	interferon alpha 2
TPO	0.009680938971324273	No data	No data	No data	No data	0.07962204752052203	No data	No data	thyroid peroxidase
KRAS	0.009680938971324273	No data	No data	No data	No data	0.07962204752052203	No data	No data	KRAS proto-oncogene, GTPase
TCEA1	0.009670672864249698	No data	No data	No data	No data	0.07953761268752042	No data	No data	transcription elongation factor A1
PHOX2B	0.009637410677328071	No data	No data	No data	No data	0.07926404382859518	No data	No data	paired like homeobox 2B
MT-ATP6	0.009627144570253498	No data	No data	No data	No data	0.07917960899559358	No data	No data	mitochondrially encoded ATP synthase membrane subunit 6
CXCL11	0.009624475382414108	No data	No data	No data	No data	0.07915765593901315	No data	No data	C-X-C motif chemokine ligand 11
ZGRF1	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	zinc finger GRF-type containing 1
PELI1	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	pellino E3 ubiquitin protein ligase 1
H3P40	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	H3 histone pseudogene 40
SLC6A12	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	solute carrier family 6 member 12
SERAC1	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	serine active site containing 1
MGAT3	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
MYLIP	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	myosin regulatory light chain interacting protein
CBY1	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	chibby family member 1, beta catenin antagonist
AKTIP	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	AKT interacting protein
GADD45A	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	growth arrest and DNA damage inducible alpha
SLC6A19	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	solute carrier family 6 member 19
DENND1A	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	DENN domain containing 1A
SCGB2B3P	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	secretoglobin family 2B member 3, pseudogene
TMBIM1	0.009609076221802246	No data	No data	No data	No data	0.07903100368951074	No data	No data	transmembrane BAX inhibitor motif containing 1
LAMP2	0.009588544007653096	No data	No data	No data	No data	0.0788621340235075	No data	No data	lysosomal associated membrane protein 2
MT1A	0.009578277900578523	No data	No data	No data	No data	0.0787776991905059	No data	No data	metallothionein 1A
MAP2K7	0.009561638775809456	No data	No data	No data	No data	0.07864084870658211	No data	No data	mitogen-activated protein kinase kinase 7
SLC27A2	0.009517460877010726	No data	No data	No data	No data	0.07827750226178698	No data	No data	solute carrier family 27 member 2
PASK	0.00949881823182131	No data	No data	No data	No data	0.07812417358307339	No data	No data	PAS domain containing serine/threonine kinase
